"inegi","afro","indigena","resto"
"21072",2.6,94.09,3.32
"21073",0.64,0.63,98.73
"21074",0.43,3.78,95.79
"21075",0.36,97.21,2.44
"21076",0.79,14.27,84.95
"21077",0.06,96.65,3.29
"21078",0.24,85.08,14.68
"21079",0.21,2.77,97.03
"21080",1.37,98.56,0.08
"21081",8.28,4.36,87.36
"21082",0.41,2.7,96.89
"21083",0.31,19.87,79.82
"21084",1.06,98.25,0.69
"21085",0.28,1.81,97.9
"21086",0.63,24.93,74.44
"21087",0.06,13.94,86
"21088",0.71,77.71,21.57
"21089",0.18,83.26,16.57
"21090",0.11,3.1,96.79
"21091",0.31,22.62,77.07
"21092",0.14,2.77,97.1
"21093",0.03,1.35,98.62
"21094",1.98,5.93,92.09
"21095",NA,3.43,96.57
"21096",0.32,0.57,99.11
"21097",0.7,16.16,83.14
"21098",0.55,13.54,85.91
"21099",0.2,0.73,99.07
"21100",0.08,98.88,1.04
"21101",0.89,39.94,59.17
"21102",1.51,29.4,69.09
"21103",0.06,2.5,97.44
"21104",0.1,0.44,99.46
"21105",0.19,9.67,90.14
"21106",0.52,19.47,80.01
"21107",0.67,97.51,1.82
"21108",0.07,1.83,98.11
"21109",0.59,57.88,41.53
"21110",0.09,0.27,99.63
"21111",0.5,57.96,41.54
"21112",2.99,4.93,92.08
"21113",0.56,1.67,97.77
"21114",0.82,7.69,91.49
"21115",0.79,0.4,98.81
"21116",0.49,4.86,94.65
"21117",0.77,1.33,97.9
"21118",0.23,0.95,98.83
"21119",0.76,8.93,90.31
"21120",0.99,59.83,39.18
"21121",0.08,1.6,98.31
"21122",0.4,3.01,96.59
"21123",0.34,85.58,14.08
"21124",0.21,86.07,13.72
"21125",0.62,1.63,97.75
"21126",0.69,2.88,96.43
"21127",0.41,81.02,18.57
"21128",0.21,0.49,99.3
"21129",0.22,97.83,1.95
"21130",0.03,0.57,99.4
"21131",NA,2.6,97.4
"21132",0.29,1.29,98.42
"21133",3.97,13.97,82.06
"21134",0.73,1.53,97.74
"21135",NA,2.11,97.89
"21136",0.17,1.93,97.9
"21137",0.22,0.3,99.47
"21139",0.12,1.01,98.88
"21140",0.5,3.62,95.88
"21141",0.37,1.49,98.14
"21142",0.68,0.5,98.82
"21143",0.5,1.16,98.35
"21144",0.75,0.36,98.89
"21145",0.07,99.08,0.84
"21146",0.26,88.23,11.51
"21147",0.19,17.54,82.27
"21148",0.26,5.25,94.49
"21149",1.95,19.41,78.63
"21150",0.17,9.23,90.6
"21151",1.23,2.38,96.39
"21152",0.11,0.74,99.15
"21153",0.46,1.23,98.31
"21154",0.31,0.97,98.73
"21155",1.29,13.79,84.92
"21156",0.35,23.51,76.14
"21157",0.56,1.07,98.37
"21158",0.03,29.14,70.83
"21159",NA,80.04,19.96
"21160",0.03,0.84,99.13
"21161",1.52,17.22,81.26
"21162",1.04,95.58,3.38
"21163",0.13,38.89,60.99
"21164",0.2,1,98.8
"21165",2.57,4.64,92.79
"21166",0.13,9.41,90.46
"21167",0.13,99.37,0.5
"21168",0.15,1.83,98.02
"21169",0.25,11.74,88.01
"21170",0.14,0.51,99.35
"21171",0.2,1.08,98.72
"21172",0.3,31.88,67.81
"21173",0.55,36.34,63.11
"21174",0.14,14.33,85.53
"21175",0.17,20.41,79.42
"21176",0.36,2.02,97.61
"21177",2.32,38.94,58.74
"21178",0.15,33.87,65.98
"21179",0.19,0.84,98.97
"21180",0.39,0.95,98.66
"21181",2.19,1.28,96.53
"21182",0.24,6.27,93.49
"21183",0.09,86.89,13.02
"21184",0.09,64.11,35.79
"21185",0.74,1.71,97.55
"21186",0.11,33.82,66.07
"21187",1.73,12.58,85.69
"21188",0.34,28.04,71.62
"21189",0.15,1.71,98.14
"21190",0.18,6.34,93.48
"21191",0.83,4.66,94.52
"21192",0.41,79.37,20.21
"21193",0.07,0.16,99.77
"21194",0.22,12.74,87.04
"21195",0.15,47.29,52.56
"21196",1.74,83.39,14.87
"21197",0.19,12.44,87.37
"21198",0.09,3.8,96.11
"21199",0.53,2.97,96.5
"21200",0.06,57.37,42.57
"21201",0.28,4.72,95
"21202",0.09,95.62,4.29
"21203",1.18,1.24,97.58
"21204",0.22,88.13,11.65
"21205",0.29,2.55,97.16
"21206",0.25,2.88,96.87
"21207",0.37,67.92,31.71
"21208",0.15,21.39,78.46
"21209",1.94,22.26,75.8
"21210",0.38,87.51,12.11
"21211",3.28,16.06,80.66
"21212",0.92,68.43,30.65
"21213",0.4,52.92,46.68
"21214",0.14,86.54,13.32
"21215",6.61,92.53,0.86
"21216",0.82,89.2,9.98
"21217",0.35,99.38,0.27
"22001",0.35,33.14,66.51
"22002",0.24,0.25,99.5
"22003",0.29,1.26,98.44
"22004",0.59,7.05,92.37
"22005",0.22,0.55,99.23
"22006",0.34,0.99,98.67
"22007",0.25,2.1,97.64
"22008",0.2,0.25,99.54
"22009",0.67,1.98,97.35
"22010",0.06,0.49,99.45
"22011",0.68,1.05,98.27
"22012",0.31,0.82,98.86
"22013",0.29,1.06,98.65
"22014",0.52,1.76,97.73
"22015",1.45,1.47,97.09
"22016",0.71,1.59,97.7
"22017",0.26,1.06,98.68
"22018",1.22,41.07,57.7
"23001",2.74,30.85,66.41
"23002",0.31,88.24,11.45
"23003",0.87,29.05,70.08
"23004",1.38,21.03,77.59
"23005",1.32,25.91,72.77
"23006",0.42,86.37,13.21
"23007",2.76,75.34,21.89
"23008",1.14,27.46,71.4
"23009",0.83,54.93,44.24
"23010",0.62,50.28,49.1
"24001",0.16,0.2,99.64
"24002",0.75,4.62,94.63
"24003",0.28,79,20.72
"24004",0.25,0.12,99.63
"24005",0.49,2.59,96.93
"24006",0.29,0.35,99.36
"24007",0.55,0.74,98.71
"24008",0.26,0.46,99.28
"24009",0.96,1.54,97.5
"24010",0.2,1.12,98.68
"24011",0.29,1.15,98.57
"24012",0.2,83.89,15.91
"24013",0.84,13.91,85.25
"24014",0.22,92.69,7.09
"24015",0.19,0.49,99.32
"24016",0.43,14.6,84.97
"24017",0.12,0.39,99.48
"24018",0.41,73.4,26.19
"24019",0.32,2.27,97.42
"24020",0.23,0.59,99.18
"24021",0.23,0.28,99.48
"24022",2.69,0.32,96.99
"24023",0.57,12.04,87.39
"24024",0.53,0.7,98.77
"24025",0.64,0.17,99.19
"24026",0.11,96.26,3.63
"24027",0.19,0.4,99.41
"24028",0.79,1.72,97.48
"24029",2.34,52.89,44.77
"24030",9.24,0.62,90.15
"24031",0.13,67.33,32.54
"24032",0.16,0.14,99.7
"24033",0.08,0.07,99.85
"24034",0.1,30.89,69.02
"24035",0.27,0.75,98.98
"24036",0.32,14.81,84.87
"24037",0.77,69,30.23
"24038",0.04,64.13,35.83
"24039",0.53,80.07,19.4
"24040",0.3,19.73,79.97
"24041",1.47,89.83,8.7
"24042",0.31,21.36,78.33
"24043",1,0.27,98.73
"24044",0.16,0.35,99.49
"24045",0.81,0.53,98.65
"24046",0.23,0.28,99.49
"24047",1.84,0.77,97.39
"24048",0.43,0.27,99.3
"24049",0.12,0.28,99.6
"24050",0.09,0.18,99.73
"24051",0.36,0.38,99.26
"24052",0.29,0.53,99.17
"24053",0.14,78.62,21.24
"24054",0.23,53.91,45.86
"24055",0.33,0.28,99.39
"24056",0.08,0.33,99.59
"24057",0.13,83.63,16.25
"24058",0.53,0.89,98.57
"25001",0.14,3.72,96.14
"25002",0.26,0.6,99.14
"25003",NA,0.11,99.89
"25004",0.14,0.33,99.53
"25005",0.17,0.38,99.44
"25006",0.22,0.83,98.95
"25007",2.24,6.94,90.82
"25008",1.21,12.09,86.7
"25009",1.33,5.82,92.85
"25010",0.29,12.39,87.32
"25011",0.36,2.48,97.15
"25012",0.24,0.89,98.87
"25013",0.17,2.14,97.69
"25014",0.28,1.04,98.68
"25015",0.12,0.55,99.33
"25016",0.13,1.14,98.73
"25017",0.2,1.93,97.87
"25018",0.13,7.91,91.96
"26001",1.07,0.11,98.82
"26002",0.2,1.48,98.32
"26003",0.17,9.61,90.22
"26004",0.18,1.06,98.76
"26005",NA,0.43,99.57
"26006",NA,0.08,99.92
"26007",NA,1.21,98.79
"26008",0.09,0.56,99.35
"26009",NA,0.75,99.25
"26010",0.08,0.15,99.77
"26011",0.52,0.26,99.22
"26012",0.03,13.64,86.33
"26013",1.22,0.06,98.71
"26014",0.15,0.18,99.66
"26015",NA,NA,100
"26016",0.33,0.9,98.77
"26017",0.36,2.46,97.17
"26018",0.46,2.01,97.52
"26019",0.35,1.04,98.6
"26020",0.41,1.29,98.3
"26021",0.15,0.48,99.37
"26022",NA,NA,100
"26023",0.08,0.42,99.5
"26024",0.14,0.87,98.99
"26025",0.18,1.69,98.14
"26026",0.07,35.98,63.95
"26027",0.39,4.1,95.51
"26028",0.6,0.5,98.9
"26029",0.29,13.26,86.46
"26030",0.45,2.15,97.41
"26031",0.08,1.08,98.83
"26032",NA,0.11,99.89
"26033",0.21,24.15,75.64
"26034",0.22,NA,99.78
"26035",0.41,3.13,96.46
"26036",0.41,1.08,98.51
"26037",0.08,0.24,99.67
"26038",0.06,0.45,99.49
"26039",0.45,1.19,98.37
"26040",0.6,0.25,99.15
"26041",0.79,1.93,97.28
"26042",0.14,12.58,87.28
"26043",0.35,3.04,96.6
"26044",0.43,1.3,98.27
"26045",0.62,0.43,98.95
"26046",NA,NA,100
"26047",0.41,3.92,95.66
"26048",0.32,4.17,95.51
"26049",2.77,11.5,85.73
"26050",0.07,0.21,99.72
"26051",0.08,0.44,99.48
"26052",0.13,0.2,99.67
"26053",NA,NA,100
"26054",NA,0.92,99.08
"26055",0.27,1.67,98.06
"26056",0.42,38.7,60.88
"26057",0.07,NA,99.93
"26058",0.43,0.61,98.96
"26059",0.92,0.46,98.61
"26060",1.17,0.78,98.05
"26061",0.14,0.07,99.78
"26062",0.09,0.8,99.12
"26063",0.16,NA,99.84
"26064",6.85,0.77,92.39
"26065",0.6,0.6,98.81
"26066",0.21,0.12,99.67
"26067",0.4,0.2,99.39
"26068",NA,NA,100
"26069",0.03,12,87.97
"26071",0.51,10.29,89.2
"26072",0.53,17.52,81.95
"27001",0.31,3.24,96.45
"27002",0.33,1.14,98.54
"27003",1.27,11.97,86.77
"27004",1.45,4.57,93.98
"27005",1.76,0.64,97.6
"27006",1.02,0.94,98.04
"27007",0.15,2.26,97.59
"27008",0.49,1.64,97.86
"27009",0.84,1.23,97.93
"27010",0.84,3.46,95.7
"27011",3.02,4.4,92.58
"27012",1.05,7.71,91.24
"27013",0.36,17.66,81.97
"27014",2.12,0.82,97.06
"27015",0.31,39.06,60.63
"27016",0.79,2.89,96.32
"27017",0.31,9.99,89.71
"28001",0.59,0.59,98.82
"28002",0.19,1.46,98.35
"28003",0.56,3.7,95.74
"28004",0.82,0.45,98.74
"28005",0.05,0.27,99.68
"28006",0.09,0.2,99.71
"28007",0.03,0.61,99.35
"28008",0.68,0.92,98.4
"28009",0.64,2.83,96.52
"28010",0.42,0.21,99.36
"28011",0.15,0.39,99.45
"28012",0.12,1.01,98.86
"28013",0.26,0.65,99.09
"28014",0.21,0.27,99.52
"28015",0.3,0.39,99.3
"28016",0.19,0.68,99.13
"28017",0.04,0.26,99.7
"28018",0.65,0.92,98.43
"28019",0.28,0.91,98.81
"28020",0.12,0.49,99.39
"28021",0.17,0.71,99.12
"28022",0.28,2.08,97.64
"28023",0.1,0.15,99.75
"28024",0.21,0.12,99.67
"28025",0.47,1.56,97.97
"28026",0.06,0.17,99.77
"28027",0.52,1.64,97.84
"28028",0.31,3.01,96.68
"28029",0.09,0.81,99.11
"28030",0.06,0.45,99.49
"28031",0.06,NA,99.94
"28032",1.58,2.32,96.1
"28033",0.39,2,97.61
"28034",0.03,0.31,99.65
"28035",1.78,0.81,97.41
"28036",0.1,NA,99.9
"28037",0.08,1.83,98.08
"28038",0.88,2.02,97.1
"28039",0.11,0.91,98.97
"28040",0.36,0.41,99.23
"28041",0.32,0.8,98.88
"28042",0.49,0.46,99.05
"28043",0.05,0.48,99.47
"29001",0.57,6.61,92.82
"29002",0.88,3.53,95.59
"29003",0.25,1.7,98.05
"29004",0.15,0.59,99.26
"29005",0.59,2.43,96.98
"29006",0.19,0.84,98.97
"29007",0.35,0.4,99.25
"29008",0.22,0.61,99.16
"29009",0.31,3.13,96.56
"29010",0.24,6.32,93.44
"29011",0.15,1.08,98.77
"29012",0.49,0.95,98.56
"29013",0.22,1.33,98.45
"29014",0.82,1.14,98.04
"29015",0.49,1.53,97.99
"29016",0.86,17.14,82
"29017",0.32,22.24,77.44
"29018",0.17,35.21,64.62
"29019",0.92,2.63,96.44
"29020",1.98,1.07,96.95
"29021",0.94,0.63,98.43
"29022",0.24,6.31,93.46
"29023",0.35,1.37,98.28
"29024",0.23,3.75,96.02
"29025",0.25,35.08,64.67
"29026",0.68,8.53,90.79
"29027",0.52,24.6,74.88
"29028",0.57,20.06,79.37
"29029",0.29,2.43,97.29
"29030",0.33,0.56,99.11
"29031",0.82,2.09,97.1
"29032",0.58,0.33,99.09
"29033",0.71,4.23,95.06
"29034",0.2,1.14,98.66
"29035",0.44,0.68,98.88
"29036",0.6,4.39,95.01
"29037",0.21,2.36,97.43
"29038",2.27,2.31,95.42
"29039",0.8,1.36,97.84
"29040",0.49,1.02,98.49
"29041",0.46,6.35,93.19
"29042",0.67,1.79,97.54
"29043",0.41,2.14,97.46
"29044",1.09,2.13,96.78
"29045",0.84,1.14,98.02
"29046",0.61,0.85,98.54
"29047",0.23,0.62,99.15
"29048",0.36,9.76,89.88
"29049",0.84,0.77,98.39
"29050",0.5,37.41,62.09
"29051",0.11,1.41,98.48
"29052",0.12,3.67,96.21
"29053",0.53,3.36,96.12
"29054",3.24,1.07,95.69
"29055",0.1,1.77,98.14
"29056",0.21,1.83,97.96
"29057",0.61,0.58,98.81
"29058",1.34,3.18,95.48
"29059",0.31,12.45,87.23
"29060",0.45,4.31,95.24
"30001",3.37,0.25,96.39
"30002",5.31,0.74,93.95
"30003",3.8,5.65,90.55
"30004",5.2,0.25,94.55
"30005",7.49,0.52,91.99
"30006",2.57,28.04,69.39
"30007",0.22,0.2,99.58
"30008",0.58,0.37,99.05
"30009",9.74,0.16,90.1
"30010",0.52,3.57,95.91
"30011",0.86,1.13,98.01
"30012",5.7,0.15,94.15
"30013",11.64,4.94,83.42
"30014",5.73,3.78,90.49
"30015",2.78,0.49,96.73
"30016",2.3,0.89,96.81
"30017",1.49,0.4,98.1
"30018",0.89,3.35,95.76
"30019",5.36,94.15,0.49
"30020",4.19,95.58,0.23
"30021",3.73,1.42,94.85
"30022",0.69,1.76,97.55
"30023",2.03,1.13,96.85
"30024",1.06,1.45,97.49
"30025",0.61,1.18,98.22
"30026",1.55,1.11,97.34
"30027",5.65,91.02,3.33
"30028",3.41,1.53,95.07
"30029",0.7,4.42,94.88
"30030",1.14,25.54,73.32
"30031",24.48,0.42,75.09
"30032",1.21,1.83,96.96
"30033",8.87,24.86,66.27
"30034",2.25,4.36,93.39
"30035",4.93,42.03,53.03
"30036",1.2,0.69,98.11
"30037",0.47,70.9,28.64
"30038",4.48,0.86,94.67
"30039",4.47,5.74,89.79
"30040",1.12,16.31,82.57
"30041",0.49,47.15,52.36
"30042",0.85,0.35,98.79
"30043",1.24,0.06,98.69
"30044",2.6,4,93.4
"30045",16.2,4.6,79.2
"30046",0.56,0.43,99.01
"30047",1.03,0.9,98.07
"30048",2.99,10.75,86.25
"30049",5.71,0.49,93.8
"30050",0.48,83.14,16.38
"30051",3.05,81.83,15.13
"30052",1.23,4.33,94.44
"30053",7.72,2.2,90.07
"30054",0.83,0.46,98.72
"30055",1.59,56.79,41.62
"30056",0.7,85.17,14.13
"30057",0.33,0.95,98.71
"30058",0.21,87.69,12.1
"30059",5.58,4.48,89.95
"30060",5.59,14.64,79.77
"30061",1.67,8.43,89.9
"30062",3.77,1.18,95.05
"30063",4.94,42.33,52.73
"30064",2.3,97.52,0.18
"30065",5.76,1.26,92.98
"30066",3.29,56.59,40.12
"30067",0.67,99.22,0.11
"30068",3.82,2.54,93.64
"30069",1.1,7.22,91.68
"30070",9.28,6.87,83.85
"30071",4.28,0.97,94.74
"30072",2.44,6.88,90.68
"30073",1.33,31.43,67.25
"30074",1.46,3.57,94.96
"30075",3.85,1.72,94.43
"30076",0.24,94.36,5.4
"30077",1.82,4.83,93.35
"30078",0.25,75.96,23.79
"30079",0.46,0.64,98.9
"30080",3.63,1.43,94.93
"30081",2.58,33.47,63.95
"30082",3.82,4.27,91.91
"30083",5.06,82.24,12.7
"30084",6.97,0.87,92.16
"30085",6.37,13.81,79.82
"30086",1.21,0.96,97.83
"30087",4.23,1.79,93.98
"30088",1.09,1.19,97.72
"30089",15.97,4.43,79.6
"30090",2.83,0.39,96.78
"30091",3.13,11.25,85.62
"30092",2.65,0.85,96.5
"30093",4.75,0.56,94.69
"30094",4.49,5.31,90.2
"30095",1.72,0.32,97.95
"30096",4.07,1.38,94.55
"30097",9.75,0.59,89.67
"30098",6.75,93.15,0.1
"30099",0.24,1.35,98.4
"30100",0.77,0.52,98.71
"30101",3.43,1.85,94.73
"30102",1.39,2.94,95.66
"30103",3.6,95.8,0.6
"30104",7.23,80.48,12.3
"30105",8.11,1.26,90.63
"30106",1.09,0.21,98.69
"30107",1.66,1.34,97
"30108",5.4,5.68,88.91
"30109",0.28,0.9,98.82
"30110",3.51,96.41,0.08
"30111",5.17,2.25,92.58
"30112",6.6,0.57,92.82
"30113",21.02,12.63,66.35
"30114",0.95,1.99,97.06
"30115",2.71,11.73,85.56
"30116",5.43,2.86,91.71
"30117",0.56,9.16,90.28
"30118",1.24,4.85,93.91
"30119",10.44,2.7,86.85
"30120",3.05,13.66,83.28
"30121",4.81,2.25,92.94
"30122",4.89,76.25,18.86
"30123",1.28,4.14,94.58
"30124",9.33,37.29,53.37
"30125",0.79,0.66,98.54
"30126",3.3,0.3,96.4
"30127",0.42,0.74,98.84
"30128",2.85,0.85,96.3
"30129",0.2,41.98,57.82
"30130",3.81,36.69,59.5
"30131",4.93,6.37,88.71
"30132",6.03,0.25,93.72
"30133",6.28,4.64,89.08
"30134",4.71,0.3,94.99
"30135",2.31,71.72,25.97
"30136",3.43,0.78,95.79
"30137",0.19,98.75,1.06
"30138",1.35,2.48,96.17
"30139",0.21,0.35,99.44
"30140",0.62,86.82,12.56
"30141",5.78,0.88,93.34
"30142",5.83,1.58,92.59
"30143",1.87,0.66,97.47
"30144",1.16,33.82,65.02
"30145",3.51,3.26,93.23
"30146",0.71,0.36,98.93
"30147",3.5,95.83,0.68
"30148",5.13,0.61,94.26
"30149",2.27,91.54,6.19
"30150",0.51,18.24,81.25
"30151",12.26,3.04,84.71
"30152",0.64,2.7,96.66
"30153",15.11,17.35,67.54
"30154",4.27,14.68,81.05
"30155",1.86,63.33,34.81
"30156",0.37,0.26,99.37
"30157",2.17,22.75,75.07
"30158",16.63,9.48,73.89
"30159",4.52,95.47,0.01
"30160",2.03,19.39,78.58
"30161",6.86,15.48,77.66
"30162",3,0.86,96.14
"30163",0.31,0.62,99.07
"30164",0.53,0.62,98.85
"30165",0.24,0.64,99.12
"30166",0.17,0.12,99.71
"30167",19.54,31.36,49.11
"30168",0.59,93.14,6.27
"30169",1.2,5.25,93.55
"30170",1.52,83.06,15.42
"30171",0.63,95.72,3.66
"30172",0.59,7.51,91.89
"30173",5.96,34.06,59.98
"30174",3.53,2.39,94.08
"30175",8.76,8.47,82.77
"30176",23.09,0.49,76.42
"30177",1.12,0.61,98.27
"30178",2.35,0.13,97.53
"30179",6.84,0.06,93.11
"30180",1.02,66.2,32.78
"30181",1.18,0.76,98.06
"30182",11.35,1.26,87.39
"30183",2.43,4.09,93.48
"30184",10.53,88.8,0.68
"30185",3.36,61.86,34.78
"30186",1.07,0.72,98.21
"30187",2.75,0.25,97
"30188",1.5,0.31,98.19
"30189",4.65,4.36,90.99
"30190",0.8,0.25,98.96
"30191",5.51,0.63,93.86
"30192",3.01,0.71,96.28
"30193",5.21,2.33,92.47
"30194",10.66,1.09,88.26
"30195",44.09,32.89,23.02
"30196",8.62,0.92,90.47
"30197",0.41,4.01,95.57
"30198",0.56,4.13,95.3
"30199",13.04,62.59,24.37
"30200",0.6,0.9,98.5
"30201",0.37,91.9,7.73
"30202",0.31,88.76,10.92
"30203",12.25,82.95,4.8
"30204",7.64,1.43,90.93
"30205",0.78,2.78,96.45
"30206",14.76,6.14,79.11
"30207",3.51,13.06,83.43
"30208",3.67,0.73,95.6
"30209",10.98,76.06,12.96
"30210",5.57,48.89,45.55
"30211",5.75,2.45,91.8
"30212",0.65,70.95,28.41
"31001",0.47,86.21,13.33
"31002",1.99,70.26,27.75
"31003",0.12,93.45,6.43
"31004",0.33,41.14,58.53
"31005",0.1,77.42,22.49
"31006",1.82,55.57,42.61
"31007",0.45,57.52,42.03
"31008",1.25,87.01,11.74
"31009",0.83,50.13,49.03
"31010",0.28,99.52,0.2
"31011",0.48,16.13,83.39
"31012",1.15,70.14,28.71
"31013",0.62,33.21,66.17
"31014",0.25,98.28,1.46
"31015",0.25,92.33,7.42
"31016",0.33,99.2,0.46
"31017",0.63,98.95,0.41
"31018",0.06,95.72,4.22
"31019",2.06,97.51,0.43
"31020",0.67,32.15,67.18
"31021",0.24,99.2,0.56
"31022",5.18,94.77,0.05
"31023",0.65,64.61,34.75
"31024",0.51,98.25,1.24
"31025",0.49,97.39,2.13
"31026",0.96,49.12,49.92
"31027",1,20.21,78.79
"31028",0.47,14.06,85.47
"31029",0.47,31.66,67.87
"31030",0.48,90.56,8.97
"31031",17.56,75.18,7.26
"31032",0.71,91.69,7.6
"31033",0.22,90.54,9.25
"31034",0.16,90.02,9.81
"31035",1.37,68.75,29.88
"31036",0.68,86.42,12.9
"31037",1.51,79.71,18.79
"31038",0.64,51.46,47.9
"31039",0.55,38.76,60.69
"31040",0.74,67.76,31.49
"31041",1.76,40.8,57.44
"31042",0.11,79.39,20.5
"31043",0.74,97.75,1.51
"31044",0.04,67.32,32.63
"31045",0.28,78.09,21.63
"31046",5.25,92.4,2.34
"31047",0.83,98.28,0.89
"31048",0.6,78.08,21.32
"31049",0.14,99.78,0.08
"31050",0.86,25.35,73.79
"31051",0.13,31.68,68.2
"31052",0.45,52.75,46.8
"31053",3.27,80.34,16.4
"31054",0.73,79.16,20.11
"31055",4.04,94.18,1.78
"31056",2.77,88.77,8.46
"31057",2.66,58.26,39.08
"31058",0.32,92.01,7.66
"31059",1.63,15.82,82.55
"31060",0.32,78.56,21.12
"31061",0.31,31.85,67.84
"31062",0.54,93.42,6.04
"31063",1.04,82.75,16.21
"31064",0.49,91.02,8.49
"31065",0.48,21.69,77.83
"31066",0.27,98.47,1.26
"31067",0.53,55.24,44.23
"31068",0.9,50.23,48.86
"31069",0.53,87.35,12.12
"31070",2.66,81.59,15.74
"31071",NA,94.97,5.03
"31072",0.4,62.04,37.56
"31073",0.98,98.9,0.12
"31074",1.24,91.68,7.08
"31075",0.86,98.29,0.86
"31076",1.53,80.52,17.96
"31077",0.08,87.34,12.59
"31078",0.05,69.28,30.67
"31079",1.16,86.9,11.94
"31080",1.73,86.49,11.79
"31081",0.75,98.57,0.68
"31082",1.21,30.23,68.56
"31083",0.45,28.03,71.52
"31084",4.01,57.9,38.09
"31085",0.75,97.74,1.51
"31086",0.52,90.28,9.21
"31087",0.39,73.74,25.87
"31088",0.31,91.85,7.84
"31089",0.21,79.17,20.62
"31090",1.13,98.22,0.65
"31091",0.09,93.28,6.63
"31092",0.87,98.7,0.43
"31093",0.55,37.24,62.21
"31094",0.23,99.13,0.64
"31095",0.3,58.97,40.74
"31096",2.15,70.18,27.67
"31097",0.63,81.46,17.92
"31098",0.16,87.77,12.07
"31099",0.64,98.59,0.76
"31100",0.16,53.22,46.61
"31101",1.35,48.81,49.83
"31102",0.62,77.9,21.48
"31103",0.23,91.12,8.65
"31104",0.05,95.94,4
"31105",2.51,32.28,65.21
"31106",1.45,44.8,53.75
"32001",0.17,0.28,99.55
"32002",0.28,0.07,99.65
"32003",0.13,0.67,99.21
"32004",0.38,0.3,99.32
"32005",0.22,0.58,99.2
"32006",0.1,0.13,99.77
"32007",0.08,0.19,99.73
"32008",0.11,0.23,99.66
"32009",0.33,0.36,99.31
"32010",0.21,0.35,99.44
"32011",0.14,0.53,99.33
"32012",0.01,0.19,99.8
"32013",NA,2.38,97.62
"32014",0.2,0.21,99.59
"32015",0.09,NA,99.91
"32016",0.06,0.1,99.85
"32017",0.43,0.65,98.92
"32018",0.48,0.03,99.5
"32019",1.12,0.57,98.31
"32020",0.29,0.46,99.25
"32021",0.05,0.02,99.93
"32022",0.18,0.24,99.58
"32023",0.1,0.25,99.66
"32024",0.59,0.36,99.05
"32025",0.29,0.09,99.62
"32026",0.1,0.12,99.78
"32027",2.18,0.03,97.79
"32028",0.41,0.16,99.43
"32029",0.39,0.29,99.32
"32030",0.72,0.04,99.24
"32031",0.71,0.83,98.47
"32032",0.96,0.7,98.34
"32033",NA,0.31,99.69
"32034",0.16,0.08,99.76
"32035",0.1,0.13,99.77
"32036",0.08,0.26,99.67
"32037",0.16,1.1,98.74
"32038",0.42,0.25,99.33
"32039",0.2,0.21,99.59
"32040",0.1,0.2,99.7
"32041",0.04,0.04,99.92
"32042",1.6,0.34,98.06
"32043",0.08,NA,99.92
"32044",0.14,0.31,99.55
"32045",0.68,0.66,98.65
"32046",0.48,0.2,99.32
"32047",0.17,0.39,99.44
"32048",0.4,3.19,96.41
"32049",0.18,2.45,97.37
"32050",0.11,0.04,99.85
"32051",0.18,0.52,99.3
"32052",0.09,0.23,99.68
"32053",0.25,0.02,99.74
"32054",0.13,0.19,99.68
"32055",0.12,0.21,99.67
"32056",0.36,0.74,98.9
"32057",0.06,0.33,99.61
"32058",0.39,0.47,99.13
